ID	chrom	loc.start	loc.end	num.mark	seg.mean
100-PM-064_LCM3	chr1	11039731	11265853	4823	-0.576191963903119
100-PM-064_LCM3	chr1	11265945	11521798	5617	-0.554943703821713
100-PM-064_LCM3	chr1	11522639	11522926	20	0.126062347830912
100-PM-064_LCM3	chr1	11523071	14115243	44509	-0.610147305098276
100-PM-064_LCM3	chr1	14119089	14587432	10071	-0.611549408223226
100-PM-064_LCM3	chr1	14588651	15471822	19004	-0.605380012316547
100-PM-064_LCM3	chr1	15487474	15799466	6919	-0.446023264273208
100-PM-064_LCM3	chr1	15799712	15993533	4058	-0.559131548078569
100-PM-064_LCM3	chr1	15993909	16093748	2275	-0.457967057903844
100-PM-064_LCM3	chr1	16095265	16147019	1142	-0.599469262877052
100-PM-064_LCM3	chr1	16147615	16195774	1069	-0.489418919683065
100-PM-064_LCM3	chr1	16195961	16489163	6072	-0.550160981102899
100-PM-064_LCM3	chr1	16506745	16948523	8457	-0.576166850260464
100-PM-064_LCM3	chr1	16949400	18963300	36489	-0.609078460592505
100-PM-064_LCM3	chr1	18963791	19045867	1815	-0.635217849106167
100-PM-064_LCM3	chr1	19046866	21378942	49394	-0.569250612174745
100-PM-064_LCM3	chr1	21387672	21388450	28	-0.568434166874808
100-PM-064_LCM3	chr1	21404411	21422095	413	-0.636364832621885
100-PM-064_LCM3	chr1	21423472	21425375	45	-0.511168623007208
100-PM-064_LCM3	chr1	21425827	21988969	12233	-0.555508179840701
100-PM-064_LCM3	chr1	21989994	22008798	325	0.267312000353805
100-PM-064_LCM3	chr1	22012646	26386106	84523	-0.550359761570059
100-PM-064_LCM3	chr1	26388741	27012612	9463	-0.528172050687125
100-PM-064_LCM3	chr1	27024845	27370346	7275	-0.496652506240296
100-PM-064_LCM3	chr1	27393621	29064884	31644	-0.523525977773355
100-PM-064_LCM3	chr1	29066648	29392339	6894	-0.597382918646392
100-PM-064_LCM3	chr1	29394384	29394610	22	-0.439794584762568
100-PM-064_LCM3	chr1	29395382	29770964	7002	-0.665927228849039
100-PM-064_LCM3	chr1	29770993	29771653	19	-0.905708710925759
100-PM-064_LCM3	chr1	29772000	30591612	17296	-0.641730097415291
100-PM-064_LCM3	chr1	30591740	31176833	12732	-0.50423537330932
100-PM-064_LCM3	chr1	31176932	31382108	4537	-0.59408940960075
100-PM-064_LCM3	chr1	31384919	31429571	976	-0.493214248173259
100-PM-064_LCM3	chr1	31431778	31432204	54	-0.578239147833917
100-PM-064_LCM3	chr1	31432210	31548443	2669	-0.640429876236239
100-PM-064_LCM3	chr1	31552256	33009825	30255	-0.533994196672795
100-PM-064_LCM3	chr1	33010120	33010752	27	-0.0679973851141321
100-PM-064_LCM3	chr1	33014260	35170626	45096	-0.609231840466052
100-PM-064_LCM3	chr1	35182891	35995521	16828	-0.548658766724714
100-PM-064_LCM3	chr1	36005370	36540155	11422	-0.577738951016742
100-PM-064_LCM3	chr1	36542908	36936939	8360	-0.595020399087716
100-PM-064_LCM3	chr1	36957296	36959948	64	-0.474747736931284
100-PM-064_LCM3	chr1	36961662	37955785	21009	-0.617517805698195
100-PM-064_LCM3	chr1	37956872	39968099	42481	-0.564728302211454
100-PM-064_LCM3	chr1	39970327	40591317	12939	-0.578859149809971
100-PM-064_LCM3	chr1	40596287	40724163	2744	-0.494131084310562
100-PM-064_LCM3	chr1	40724682	43110067	46558	-0.576940526631817
100-PM-064_LCM3	chr1	43110532	43493352	8089	-0.592473035166188
100-PM-064_LCM3	chr1	43494271	43882184	8343	-0.517436719852724
100-PM-064_LCM3	chr1	43883709	44596500	14897	-0.567567245564816
100-PM-064_LCM3	chr1	44597934	45336998	15137	-0.563756974847333
100-PM-064_LCM3	chr1	45345866	45477484	2741	-0.522882349535638
100-PM-064_LCM3	chr1	45480226	46439529	20059	-0.563132575956322
100-PM-064_LCM3	chr1	46441121	46744340	6375	-0.545362799197924
100-PM-064_LCM3	chr1	46800209	47184585	7626	-0.584408276546083
100-PM-064_LCM3	chr1	47185943	47277818	2002	-0.668216452371658
100-PM-064_LCM3	chr1	47278153	50411854	65501	-0.641703709397316
100-PM-064_LCM3	chr1	50412430	52188743	36845	-0.587700765734885
100-PM-064_LCM3	chr1	52195856	52724687	11099	-0.546788957532746
100-PM-064_LCM3	chr1	52726410	52820341	2055	-0.642085496999496
100-PM-064_LCM3	chr1	52825878	53577437	15627	-0.569729692034495
100-PM-064_LCM3	chr1	53577713	56336014	58148	-0.604909689255537
100-PM-064_LCM3	chr1	56337515	56717454	7823	-0.65001223322892
100-PM-064_LCM3	chr1	56717475	56833209	2482	-0.690440249892723
100-PM-064_LCM3	chr1	56836012	56963596	2666	-0.638806870923196
100-PM-064_LCM3	chr1	56965132	57098878	2941	-0.750429171783827
100-PM-064_LCM3	chr1	57100669	57223406	2584	-0.63542956263592
100-PM-064_LCM3	chr1	57238324	57323181	1798	-0.730880029471275
100-PM-064_LCM3	chr1	57323363	57566523	5242	-0.597871829986268
100-PM-064_LCM3	chr1	57567288	57726129	3446	-0.707862679771627
100-PM-064_LCM3	chr1	57727217	58079133	7419	-0.628352247446172
100-PM-064_LCM3	chr1	58079583	58629851	11449	-0.644616743463988
100-PM-064_LCM3	chr1	58630383	58631021	43	-0.379931652226129
100-PM-064_LCM3	chr1	58631500	60513915	39582	-0.638231524471298
100-PM-064_LCM3	chr1	60513969	62072580	32762	-0.608916378427247
100-PM-064_LCM3	chr1	62074242	62112366	841	-0.700289930313908
100-PM-064_LCM3	chr1	62113791	62258240	3214	-0.588948094545504
100-PM-064_LCM3	chr1	62258282	62351184	2061	-0.686384259525497
100-PM-064_LCM3	chr1	62352546	62766178	8486	-0.609285457432269
100-PM-064_LCM3	chr1	62784304	62887759	2245	-0.661802695961399
100-PM-064_LCM3	chr1	62889202	63629109	15651	-0.596871968866929
100-PM-064_LCM3	chr1	63630423	64147926	10866	-0.653737316607688
100-PM-064_LCM3	chr1	64147962	64566766	8867	-0.620987017087547
100-PM-064_LCM3	chr1	64569567	65064431	10333	-0.615698202839453
100-PM-064_LCM3	chr1	65067135	65289709	4885	-0.595091325773401
100-PM-064_LCM3	chr1	65289861	65425016	2986	-0.70227991708965
100-PM-064_LCM3	chr1	65426218	65684827	5333	-0.628999183670829
100-PM-064_LCM3	chr1	65724265	65912258	4086	-0.707659023042587
100-PM-064_LCM3	chr1	65912329	68804789	61422	-0.643876480655096
100-PM-064_LCM3	chr1	68805253	69161729	7569	-0.638111453076984
100-PM-064_LCM3	chr1	69167231	69312493	3008	-0.607094109530785
100-PM-064_LCM3	chr1	69313631	69494769	3855	-0.655041795370412
100-PM-064_LCM3	chr1	69500032	69822964	6844	-0.687911427512983
100-PM-064_LCM3	chr1	69841738	70287635	9233	-0.634371423246595
100-PM-064_LCM3	chr1	70289419	70720826	9292	-0.716671328390551
100-PM-064_LCM3	chr1	70721031	73401329	53592	-0.697649015975487
100-PM-064_LCM3	chr1	73425319	77640722	88370	-0.683798770883489
100-PM-064_LCM3	chr1	77644087	78873581	25738	-0.625602073998103
100-PM-064_LCM3	chr1	78874197	80348598	31139	-0.676315327464685
100-PM-064_LCM3	chr1	80351277	80948646	12544	-0.68012238980111
100-PM-064_LCM3	chr1	80948676	80950056	35	-0.457463912883635
100-PM-064_LCM3	chr1	80956823	81386444	9128	-0.716479334949478
100-PM-064_LCM3	chr1	81390163	81391466	59	-0.682619847773808
100-PM-064_LCM3	chr1	81391537	81650568	5518	-0.693658516765463
100-PM-064_LCM3	chr1	81651612	83004000	28785	-0.694298500848944
100-PM-064_LCM3	chr1	83006272	83584620	12231	-0.664120724483792
100-PM-064_LCM3	chr1	83586637	84271619	14378	-0.5918652703512
100-PM-064_LCM3	chr1	84273406	84764109	10391	-0.619752259537676
100-PM-064_LCM3	chr1	84764966	86805906	43003	-0.594827024592095
100-PM-064_LCM3	chr1	86806789	90183868	70478	-0.616899749808092
100-PM-064_LCM3	chr1	90183899	90667647	10197	-0.610985849317352
100-PM-064_LCM3	chr1	90668277	90912316	5225	-0.681498349733796
100-PM-064_LCM3	chr1	90914490	93569241	55875	-0.605215133278761
100-PM-064_LCM3	chr1	93572549	94111412	11236	-0.623130873294917
100-PM-064_LCM3	chr1	94111854	98885577	100294	-0.636521291346806
100-PM-064_LCM3	chr1	98889256	99032284	3115	-0.58241877727584
100-PM-064_LCM3	chr1	99034035	99177863	3132	-0.703604344780164
100-PM-064_LCM3	chr1	99178667	100575618	28784	-0.621829465875739
100-PM-064_LCM3	chr1	100576527	100703772	2702	-0.695955377463071
100-PM-064_LCM3	chr1	100704869	101192291	10267	-0.616100137144912
100-PM-064_LCM3	chr1	101193874	101229947	796	-0.714323799556324
100-PM-064_LCM3	chr1	101231322	101585293	7627	-0.649256333499476
100-PM-064_LCM3	chr1	101585368	102129838	11532	-0.708916418671004
100-PM-064_LCM3	chr1	102130704	102369547	5221	-0.671556746534864
100-PM-064_LCM3	chr1	102369917	104201806	32616	-0.721804252410386
100-PM-064_LCM3	chr1	104206009	104306515	2233	-0.779517541280795
100-PM-064_LCM3	chr1	104306942	104457389	3243	-0.706170138192919
100-PM-064_LCM3	chr1	104463804	104659290	4286	-0.791747673902761
100-PM-064_LCM3	chr1	104659762	104924456	5696	-0.679521353101553
100-PM-064_LCM3	chr1	104925617	104958690	849	-0.903973214897316
100-PM-064_LCM3	chr1	104958894	105120343	3545	-0.65627215293763
100-PM-064_LCM3	chr1	105121353	105264519	3226	-0.833473318034547
100-PM-064_LCM3	chr1	105264854	106100317	17921	-0.715206845208456
100-PM-064_LCM3	chr1	106101602	106330724	4990	-0.785370523867558
100-PM-064_LCM3	chr1	106332102	109734781	61417	-0.626486248049739
100-PM-064_LCM3	chr1	109736350	110630273	19249	-0.646736682308282
100-PM-064_LCM3	chr1	110654293	110911611	5556	-0.565624051782322
100-PM-064_LCM3	chr1	110912603	111731540	16952	-0.602107945079228
100-PM-064_LCM3	chr1	111735071	112146591	8676	-0.608628293216675
100-PM-064_LCM3	chr1	112149526	112188701	941	-0.809812656375845
100-PM-064_LCM3	chr1	112188730	112282282	2107	-0.543769464700509
100-PM-064_LCM3	chr1	112290888	112294320	49	-0.4840837819772
100-PM-064_LCM3	chr1	112294435	112615667	6714	-0.567666137860974
100-PM-064_LCM3	chr1	112617108	112769011	3195	-0.616052106011852
100-PM-064_LCM3	chr1	112770147	113574223	14168	-0.57494480789898
100-PM-064_LCM3	chr1	113575952	113875583	6412	-0.617271045252206
100-PM-064_LCM3	chr1	113876746	114808187	19512	-0.609840255858563
100-PM-064_LCM3	chr1	114814966	115039301	4814	-0.571523602781457
100-PM-064_LCM3	chr1	115040002	118318585	68158	-0.644650834005607
100-PM-064_LCM3	chr1	118318822	118318929	14	-0.682409763891788
100-PM-064_LCM3	chr1	118319239	118615586	6183	-0.640669360223645
100-PM-064_LCM3	chr1	118618785	118686578	1491	-0.692754760548355
100-PM-064_LCM3	chr1	118686634	119572761	18844	-0.606716599657496
100-PM-064_LCM3	chr1	119573031	119999873	8925	-0.630492471047384
100-PM-064_LCM3	chr1	119999980	121390861	17336	-0.68112236885258
100-PM-064_LCM3	chr1	121391731	123397895	8023	-0.436910285649808
100-PM-064_LCM3	chr1	123416304	125164025	8671	0.13435457891579
100-PM-064_LCM3	chr1	125164026	145510177	25273	0.0579272378377509
100-PM-064_LCM3	chr1	145512624	160687347	297136	0.306771036698814
100-PM-064_LCM3	chr1	160692991	160697617	152	0.38375657552504
100-PM-064_LCM3	chr1	160699178	224011869	1323191	0.258354109609279
100-PM-064_LCM3	chr1	224012177	224015184	153	-0.266033232890459
100-PM-064_LCM3	chr1	224015211	234763511	220465	0.289300647239869
100-PM-064_LCM3	chr1	234776645	234838104	1302	0.0850309896124634
100-PM-064_LCM3	chr1	234846674	248946340	294687	0.221324474483027
100-PM-064_LCM3	chr2	10205	86652031	1831450	0.242675538327855
100-PM-064_LCM3	chr2	86657856	87983926	21266	0.243880505917473
100-PM-064_LCM3	chr2	87984363	90380581	32372	0.172406650986808
100-PM-064_LCM3	chr2	90380585	90402254	900	-1.01402297142398
100-PM-064_LCM3	chr2	91406250	93899955	25738	0.160937154316351
100-PM-064_LCM3	chr2	93902399	94569728	5855	0.243724216526673
100-PM-064_LCM3	chr2	94573978	113385260	371097	0.266977887555663
100-PM-064_LCM3	chr2	113394692	113624569	4608	0.215207107248562
100-PM-064_LCM3	chr2	113627581	132245709	382823	0.220793800012552
100-PM-064_LCM3	chr2	132245715	132287433	1082	0.267140328402896
100-PM-064_LCM3	chr2	132287868	238239796	2206286	0.247478084344331
100-PM-064_LCM3	chr2	238287059	240105721	34379	0.788573686347523
100-PM-064_LCM3	chr2	240107210	242183396	44053	0.80504553051884
100-PM-064_LCM3	chr3	10374	700763	14604	-0.716346749357506
100-PM-064_LCM3	chr3	701102	835552	2965	-0.794634417951074
100-PM-064_LCM3	chr3	836242	990685	3382	-0.709395785578046
100-PM-064_LCM3	chr3	994663	1039196	925	-0.676925090130527
100-PM-064_LCM3	chr3	1054529	1814595	16191	-0.720999147301459
100-PM-064_LCM3	chr3	1815363	2958175	24668	-0.704157690098738
100-PM-064_LCM3	chr3	2958427	3184730	4868	-0.661240211463753
100-PM-064_LCM3	chr3	3185875	3190694	105	-0.693412130350204
100-PM-064_LCM3	chr3	3191587	4197710	21813	-0.684596698489767
100-PM-064_LCM3	chr3	4198163	4395030	4295	-0.563833980887156
100-PM-064_LCM3	chr3	4395613	4621940	4772	-0.63779975708243
100-PM-064_LCM3	chr3	4622396	5913298	27432	-0.604160554425661
100-PM-064_LCM3	chr3	5913508	5969717	1363	-0.739241269863597
100-PM-064_LCM3	chr3	5969724	6098607	2771	-0.632423710944285
100-PM-064_LCM3	chr3	6100082	6180238	1739	-0.676479252664993
100-PM-064_LCM3	chr3	6181114	6333298	3251	-0.579550049147194
100-PM-064_LCM3	chr3	6334351	6423891	2006	-0.684573888144063
100-PM-064_LCM3	chr3	6427434	6442028	332	-0.419398511674211
100-PM-064_LCM3	chr3	6443450	9291411	45844	-3.24905799197249
100-PM-064_LCM3	chr3	9292936	9696856	8367	1.20723476803203
100-PM-064_LCM3	chr3	9706952	9787487	1700	1.35203482623386
100-PM-064_LCM3	chr3	9787542	9922760	2978	1.36066490738499
100-PM-064_LCM3	chr3	9922898	9991860	1503	1.51462057663811
100-PM-064_LCM3	chr3	9993241	9995395	54	1.67766518176838
100-PM-064_LCM3	chr3	9995483	10046332	1168	1.59563698478704
100-PM-064_LCM3	chr3	10046659	10047391	49	1.72375806598792
100-PM-064_LCM3	chr3	10048565	10050853	55	1.79809798928734
100-PM-064_LCM3	chr3	10050885	10068279	379	1.64132529387232
100-PM-064_LCM3	chr3	10069243	10071178	51	1.57574956858027
100-PM-064_LCM3	chr3	10071366	10133308	1390	1.59435444779347
100-PM-064_LCM3	chr3	10134134	10137143	71	1.64132430729388
100-PM-064_LCM3	chr3	10137457	10150259	283	1.47697304427437
100-PM-064_LCM3	chr3	10150988	10227982	1724	1.35497245689317
100-PM-064_LCM3	chr3	10229027	10241353	261	1.39848766468414
100-PM-064_LCM3	chr3	10246504	10290681	969	1.45945820778331
100-PM-064_LCM3	chr3	10291680	10476596	3990	1.26572048082472
100-PM-064_LCM3	chr3	10476782	10480094	78	1.31547215798179
100-PM-064_LCM3	chr3	10480165	10633999	3265	1.26869084616815
100-PM-064_LCM3	chr3	10634018	11525487	18920	1.40242816341473
100-PM-064_LCM3	chr3	11526487	11551787	578	1.23912163301556
100-PM-064_LCM3	chr3	11551844	11616817	1422	1.4271383443575
100-PM-064_LCM3	chr3	11617991	11627997	236	1.30255859710194
100-PM-064_LCM3	chr3	11628074	11869129	5275	1.45776549667611
100-PM-064_LCM3	chr3	11869377	11887426	451	1.36511980083305
100-PM-064_LCM3	chr3	11887852	11893434	129	1.44495292548875
100-PM-064_LCM3	chr3	11893796	11913861	474	1.16661033510677
100-PM-064_LCM3	chr3	11914707	11940165	551	1.43004300500928
100-PM-064_LCM3	chr3	11940413	11943410	71	1.66095536810389
100-PM-064_LCM3	chr3	11943808	12077400	2867	1.49471514345842
100-PM-064_LCM3	chr3	12077415	12095542	383	1.47106490655489
100-PM-064_LCM3	chr3	12097389	12174631	1650	1.40204522350771
100-PM-064_LCM3	chr3	12174687	12510530	6957	1.45832451236353
100-PM-064_LCM3	chr3	12522029	12563768	870	1.46770769546613
100-PM-064_LCM3	chr3	12608359	12700527	1919	1.45262039060775
100-PM-064_LCM3	chr3	12776123	13016370	4993	1.27804362140989
100-PM-064_LCM3	chr3	13017619	13176781	3453	0.905258831123762
100-PM-064_LCM3	chr3	13176914	13273796	2022	0.836587484652136
100-PM-064_LCM3	chr3	13274320	13322971	1063	0.866589379830858
100-PM-064_LCM3	chr3	13323376	13397505	1633	0.769840673627187
100-PM-064_LCM3	chr3	13398321	13519673	2711	0.913670391088848
100-PM-064_LCM3	chr3	13519826	13634194	2538	0.74428827827671
100-PM-064_LCM3	chr3	13636891	13651588	318	0.91858305608469
100-PM-064_LCM3	chr3	13657902	13927899	5667	1.1263942823726
100-PM-064_LCM3	chr3	13932292	14212228	6013	1.27504276343272
100-PM-064_LCM3	chr3	14212714	15301156	23326	1.21805273104236
100-PM-064_LCM3	chr3	15303857	15922633	13240	0.861635488682426
100-PM-064_LCM3	chr3	15923622	16063354	3064	0.803257644907845
100-PM-064_LCM3	chr3	16063880	16365332	6617	0.234012345894605
100-PM-064_LCM3	chr3	16365340	16368313	243	0.57583827227723
100-PM-064_LCM3	chr3	16369028	18047604	26201	0.220453492736122
100-PM-064_LCM3	chr3	18052947	18344306	6076	-0.653309416904063
100-PM-064_LCM3	chr3	18351327	18463614	2341	-0.685204860792508
100-PM-064_LCM3	chr3	18465678	18542584	1633	-0.673880328931526
100-PM-064_LCM3	chr3	18542768	18788806	5423	-0.581983327014921
100-PM-064_LCM3	chr3	18806819	18884709	1628	-0.740316664003674
100-PM-064_LCM3	chr3	18886617	19043896	3286	-0.625133080945801
100-PM-064_LCM3	chr3	19046221	29348702	218823	0.207819573955257
100-PM-064_LCM3	chr3	29349079	29376664	634	-0.621348261924319
100-PM-064_LCM3	chr3	29377105	29383303	134	0.151388569367966
100-PM-064_LCM3	chr3	29384208	29438962	1212	-0.615894719573639
100-PM-064_LCM3	chr3	29440373	29579113	2986	-0.69884341378661
100-PM-064_LCM3	chr3	29580701	29834285	5372	-0.605113206344897
100-PM-064_LCM3	chr3	29834742	29999972	3437	-0.654510211258279
100-PM-064_LCM3	chr3	30010042	30147496	2882	-0.591546829435937
100-PM-064_LCM3	chr3	30161374	30179572	380	0.20107772893636
100-PM-064_LCM3	chr3	30183832	30319362	2979	-0.73516707803285
100-PM-064_LCM3	chr3	30319784	30680927	7751	-0.599423794558118
100-PM-064_LCM3	chr3	30680937	31265990	12625	-0.678796805485198
100-PM-064_LCM3	chr3	31306159	31810591	10559	-0.587620956103746
100-PM-064_LCM3	chr3	31810774	31852647	945	-0.647041635370467
100-PM-064_LCM3	chr3	31856379	32000465	3114	0.287933337373202
100-PM-064_LCM3	chr3	32014530	32180753	3420	-0.538011582594587
100-PM-064_LCM3	chr3	32180985	32239575	1232	-0.613916621581271
100-PM-064_LCM3	chr3	32245341	32383755	2904	-0.559174835051893
100-PM-064_LCM3	chr3	32404112	33300795	19112	0.313099512651146
100-PM-064_LCM3	chr3	33374403	33873016	10168	-0.594391272189407
100-PM-064_LCM3	chr3	33873234	34057413	3872	-0.687761554340507
100-PM-064_LCM3	chr3	34058640	34210914	3294	-0.614866662178278
100-PM-064_LCM3	chr3	34211070	34366718	3291	-0.669982425208144
100-PM-064_LCM3	chr3	34370446	34386376	342	0.220265747481008
100-PM-064_LCM3	chr3	34400070	34465313	1327	-0.677197319933756
100-PM-064_LCM3	chr3	34465819	35743089	27048	-0.670805244208555
100-PM-064_LCM3	chr3	35743714	36910349	24436	-0.63251292318889
100-PM-064_LCM3	chr3	36910407	37558369	13755	-0.621150074351653
100-PM-064_LCM3	chr3	37558685	38147669	12445	-0.569488454181447
100-PM-064_LCM3	chr3	38152621	38308254	3357	-0.602464232211984
100-PM-064_LCM3	chr3	38308338	38410787	2109	-0.608778186369154
100-PM-064_LCM3	chr3	38468558	38708945	4973	-0.657816919301206
100-PM-064_LCM3	chr3	38711444	38773168	1322	-0.553542790230773
100-PM-064_LCM3	chr3	38777703	39279727	10298	-0.597728383416905
100-PM-064_LCM3	chr3	39279921	39878510	12496	-0.614470050037731
100-PM-064_LCM3	chr3	39878997	40608269	15778	-0.67213068033475
100-PM-064_LCM3	chr3	40614868	40717588	2181	-0.607181954820985
100-PM-064_LCM3	chr3	40718421	40979772	5364	-0.67079786658742
100-PM-064_LCM3	chr3	40979942	41023037	968	-0.606115568286698
100-PM-064_LCM3	chr3	41023922	41182500	3311	-0.663410343387167
100-PM-064_LCM3	chr3	41183428	41878905	15155	-0.549732806196712
100-PM-064_LCM3	chr3	41878909	41978073	2207	-0.646006485423559
100-PM-064_LCM3	chr3	41979191	44035914	43142	-0.59626135704565
100-PM-064_LCM3	chr3	44041970	45053485	11578	-0.621662779920776
100-PM-064_LCM3	chr3	45058764	45410131	7407	-0.573023384818331
100-PM-064_LCM3	chr3	45411173	47843463	50988	-0.594922452230745
100-PM-064_LCM3	chr3	47845090	47976127	2754	-0.485544010779664
100-PM-064_LCM3	chr3	47977742	48478412	10515	-0.546997218974606
100-PM-064_LCM3	chr3	48478496	49754725	26486	-0.509666265648006
100-PM-064_LCM3	chr3	49761087	49823849	1343	-0.488205209032169
100-PM-064_LCM3	chr3	49828959	50120462	6200	0.349400883856427
100-PM-064_LCM3	chr3	50122411	50363860	4975	-0.541448386196217
100-PM-064_LCM3	chr3	50401362	51729277	27160	0.284249125159205
100-PM-064_LCM3	chr3	51763098	51886049	2509	-0.483733181594573
100-PM-064_LCM3	chr3	51892801	52573781	13919	0.326605896164382
100-PM-064_LCM3	chr3	52587645	53102445	10697	-0.537112452621211
100-PM-064_LCM3	chr3	53102535	53194326	1963	-0.569118228919059
100-PM-064_LCM3	chr3	53196308	53544856	7370	-0.554259015206487
100-PM-064_LCM3	chr3	53552504	54145298	12449	-0.581494111862256
100-PM-064_LCM3	chr3	54145559	55167006	21586	-0.699198372835413
100-PM-064_LCM3	chr3	55169894	55636722	9879	-0.673441332370684
100-PM-064_LCM3	chr3	55637015	55690414	1139	-0.715506727627838
100-PM-064_LCM3	chr3	55693317	55738327	999	-0.609979269322825
100-PM-064_LCM3	chr3	55739707	56050212	6561	-0.677548132838616
100-PM-064_LCM3	chr3	56051284	56248950	4287	-0.582801865756617
100-PM-064_LCM3	chr3	56249427	56374230	2626	-0.641358800800558
100-PM-064_LCM3	chr3	56375047	56772144	8578	-0.554310752633474
100-PM-064_LCM3	chr3	56774742	56904150	2804	-0.588681649700787
100-PM-064_LCM3	chr3	56906791	57352405	9425	-0.551942674405255
100-PM-064_LCM3	chr3	57353360	57397247	989	-0.638620948422909
100-PM-064_LCM3	chr3	57397353	57597784	4434	-0.460983981920603
100-PM-064_LCM3	chr3	57597790	57963913	7727	-0.556490161939979
100-PM-064_LCM3	chr3	57964424	58134155	3685	-0.471662986985104
100-PM-064_LCM3	chr3	58137522	58213484	1636	-0.590639114454853
100-PM-064_LCM3	chr3	58213621	58243823	663	-0.490336668097886
100-PM-064_LCM3	chr3	58243926	58257385	295	0.19328966879692
100-PM-064_LCM3	chr3	58259896	58288088	590	0.0602671280606241
100-PM-064_LCM3	chr3	58289322	73817097	311875	0.221361035677879
100-PM-064_LCM3	chr3	73818714	73933039	2511	-0.722797131974037
100-PM-064_LCM3	chr3	73933522	74005632	1552	-0.700268594512857
100-PM-064_LCM3	chr3	74006904	74040440	768	-0.869793050810875
100-PM-064_LCM3	chr3	74041624	75459865	29289	0.169468505903066
100-PM-064_LCM3	chr3	75471153	77777403	50308	0.136238640494459
100-PM-064_LCM3	chr3	77779156	77780283	70	0.458148848932338
100-PM-064_LCM3	chr3	77780359	77786574	358	0.262016273102518
100-PM-064_LCM3	chr3	77787642	90898912	268753	0.187973801467374
100-PM-064_LCM3	chr3	90900384	93784869	7778	0.171209854838832
100-PM-064_LCM3	chr3	93785487	98109446	88895	0.182598216736328
100-PM-064_LCM3	chr3	98109524	98109909	17	0.51546730976036
100-PM-064_LCM3	chr3	98110307	98154110	1047	0.221491579152594
100-PM-064_LCM3	chr3	98154372	98155609	114	0.752790687939581
100-PM-064_LCM3	chr3	98155735	101692131	75247	0.231938533326827
100-PM-064_LCM3	chr3	101692793	101698937	150	0.292628387827212
100-PM-064_LCM3	chr3	101699149	105852572	89318	0.188012873480974
100-PM-064_LCM3	chr3	105854480	105925002	1477	-0.64335590465908
100-PM-064_LCM3	chr3	105928882	106072199	3027	-0.67866099744526
100-PM-064_LCM3	chr3	106074270	106274018	4085	-0.687830633564296
100-PM-064_LCM3	chr3	106276151	107723916	30610	0.25380808145262
